archive,name,bytes,width,height,mips,format
textures.xdb1,textures/ston/ston_old_wall_iov.thm,188,,,,
textures.xdb1,textures/ston/ston_osnova.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_osnova.thm,183,,,,
textures.xdb1,textures/ston/ston_osnova_bump#.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_osnova_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_osnova_bump.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_osnova_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_plints1.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_plints1.thm,162,,,,
textures.xdb1,textures/ston/ston_plints2.dds,43832,256,256,9,DXT1
textures.xdb1,textures/ston/ston_plints2.thm,162,,,,
textures.xdb1,textures/ston/ston_plita_iov.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_plita_most_iov.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_plitka_iov_green.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_plitka_iov_green.thm,181,,,,
textures.xdb1,textures/ston/ston_plitka_iov_wall_01.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_plitka_iov_wall_01.thm,190,,,,
textures.xdb1,textures/ston/ston_plitka_iov_wall_uzor.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_plitka_pink_iov.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_plitka_pink_iov.thm,189,,,,
textures.xdb1,textures/ston/ston_plitka_y_02.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_plitka_y_02.thm,187,,,,
textures.xdb1,textures/ston/ston_pobelka_01.dds,349672,1024,512,11,DXT1
textures.xdb1,textures/ston/ston_pobelka_01.thm,187,,,,
textures.xdb1,textures/ston/ston_pobelka_01_br.dds,349672,1024,512,11,DXT1
textures.xdb1,textures/ston/ston_pobelka_01_br.thm,190,,,,
textures.xdb1,textures/ston/ston_pobelka_01_br_bump#.dds,699216,1024,512,11,DXT5
textures.xdb1,textures/ston/ston_pobelka_01_br_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_pobelka_01_br_bump.dds,699216,1024,512,11,DXT5
textures.xdb1,textures/ston/ston_pobelka_01_br_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_pobelka_01_bump#.dds,699216,1024,512,11,DXT5
textures.xdb1,textures/ston/ston_pobelka_01_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_pobelka_01_bump.dds,699216,1024,512,11,DXT5
textures.xdb1,textures/ston/ston_pobelka_01_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_pobelka_gr01.dds,349672,1024,512,11,DXT1
textures.xdb1,textures/ston/ston_pobelka_gr01.thm,191,,,,
textures.xdb1,textures/ston/ston_pobelka_gr01_bump#.dds,699216,1024,512,11,DXT5
textures.xdb1,textures/ston/ston_pobelka_gr01_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_pobelka_gr01_bump.dds,699216,1024,512,11,DXT5
textures.xdb1,textures/ston/ston_pobelka_gr01_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_pol_gr02.dds,87528,512,256,10,DXT1
textures.xdb1,textures/ston/ston_pol_gr02.thm,185,,,,
textures.xdb1,textures/ston/ston_pol_gr02_bump#.dds,174928,512,256,10,DXT5
textures.xdb1,textures/ston/ston_pol_gr02_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_pol_gr02_bump.dds,174928,512,256,10,DXT5
textures.xdb1,textures/ston/ston_pol_gr02_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_pol_m_01.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_pol_m_01.thm,185,,,,
textures.xdb1,textures/ston/ston_pol_smola_iov.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_pol_smola_iov.thm,187,,,,
textures.xdb1,textures/ston/ston_pol_smola_iov_bump#.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_pol_smola_iov_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_pol_smola_iov_bump.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_pol_smola_iov_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_redwall_iov.dds,349672,1024,512,11,DXT1
textures.xdb1,textures/ston/ston_redwall_iov.thm,185,,,,
textures.xdb1,textures/ston/ston_reka_ch.dds,174920,1024,256,11,DXT1
textures.xdb1,textures/ston/ston_reka_ch.thm,191,,,,
textures.xdb1,textures/ston/ston_rocks1.dds,699008,1024,1024,6,DXT1
textures.xdb1,textures/ston/ston_rocks1.thm,185,,,,
textures.xdb1,textures/ston/ston_rocks1_1.dds,699008,1024,1024,6,DXT1
textures.xdb1,textures/ston/ston_rocks1_1.thm,183,,,,
textures.xdb1,textures/ston/ston_rocks1_1_s.dds,43808,256,256,6,DXT1
textures.xdb1,textures/ston/ston_rocks1_1_s.thm,183,,,,
textures.xdb1,textures/ston/ston_rocks1_bump#.dds,1397888,1024,1024,6,DXT5
textures.xdb1,textures/ston/ston_rocks1_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_rocks1_bump.dds,1397888,1024,1024,6,DXT5
textures.xdb1,textures/ston/ston_rocks1_bump.thm,161,,,,
textures.xdb1,textures/ston/ston_rocks2.dds,87528,512,256,10,DXT1
textures.xdb1,textures/ston/ston_rocks2.thm,183,,,,
textures.xdb1,textures/ston/ston_ros_wall_02.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_ros_wall_02.thm,186,,,,
textures.xdb1,textures/ston/ston_ros_wall_03.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_ros_wall_03.thm,186,,,,
textures.xdb1,textures/ston/ston_srarkon_iov.dds,349672,1024,512,11,DXT1
textures.xdb1,textures/ston/ston_srarkon_iov.thm,189,,,,
textures.xdb1,textures/ston/ston_stairs1.dds,349672,1024,512,11,DXT1
textures.xdb1,textures/ston/ston_stairs1.thm,184,,,,
textures.xdb1,textures/ston/ston_stairs1_bump#.dds,174928,512,256,10,DXT5
textures.xdb1,textures/ston/ston_stairs1_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_stairs1_bump.dds,174928,512,256,10,DXT5
textures.xdb1,textures/ston/ston_stairs1_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_stanc.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stanc.thm,181,,,,
textures.xdb1,textures/ston/ston_stanc_bl.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stanc_bl.thm,181,,,,
textures.xdb1,textures/ston/ston_stanc_bump#.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_stanc_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_stanc_bump.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_stanc_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_stanc_g.dds,174920,1024,256,11,DXT1
textures.xdb1,textures/ston/ston_stanc_g.thm,162,,,,
textures.xdb1,textures/ston/ston_stena_01.dds,87528,512,256,10,DXT1
textures.xdb1,textures/ston/ston_stena_01.thm,164,,,,
textures.xdb1,textures/ston/ston_stena_04a.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stena_04a.thm,188,,,,
textures.xdb1,textures/ston/ston_stena_04b.dds,43832,256,256,9,DXT1
textures.xdb1,textures/ston/ston_stena_04b.thm,190,,,,
textures.xdb1,textures/ston/ston_stena_04b_bump#.dds,87536,256,256,9,DXT5
textures.xdb1,textures/ston/ston_stena_04b_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_stena_04b_bump.dds,87536,256,256,9,DXT5
textures.xdb1,textures/ston/ston_stena_04b_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_stena_04c.dds,43832,256,256,9,DXT1
textures.xdb1,textures/ston/ston_stena_04c.thm,186,,,,
textures.xdb1,textures/ston/ston_stena_04c_bump#.dds,87536,256,256,9,DXT5
textures.xdb1,textures/ston/ston_stena_04c_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_stena_04c_bump.dds,87536,256,256,9,DXT5
textures.xdb1,textures/ston/ston_stena_04c_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_stena_04d.dds,87528,512,256,10,DXT1
textures.xdb1,textures/ston/ston_stena_04d.thm,190,,,,
textures.xdb1,textures/ston/ston_stena_04e.dds,87528,512,256,10,DXT1
textures.xdb1,textures/ston/ston_stena_04e.thm,190,,,,
textures.xdb1,textures/ston/ston_stena_04f.dds,87528,512,256,10,DXT1
textures.xdb1,textures/ston/ston_stena_04f.thm,164,,,,
textures.xdb1,textures/ston/ston_stena_04g.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stena_04g.thm,164,,,,
textures.xdb1,textures/ston/ston_stena_04h.dds,87528,512,256,10,DXT1
textures.xdb1,textures/ston/ston_stena_04h.thm,190,,,,
textures.xdb1,textures/ston/ston_stena_05b.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stena_05b.thm,186,,,,
textures.xdb1,textures/ston/ston_stena_05b_bump#.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_stena_05b_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_stena_05b_bump.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_stena_05b_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_stena_05b_j.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stena_05b_j.thm,186,,,,
textures.xdb1,textures/ston/ston_stena_06a.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stena_06a.thm,188,,,,
textures.xdb1,textures/ston/ston_stena_07_a.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stena_07_a.thm,191,,,,
textures.xdb1,textures/ston/ston_stena_07_a_j.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stena_07_a_j.thm,191,,,,
textures.xdb1,textures/ston/ston_stena_07_d.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stena_07_d.thm,187,,,,
textures.xdb1,textures/ston/ston_stena_ch.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stena_ch.thm,184,,,,
textures.xdb1,textures/ston/ston_stena_ch_01.dds,349672,512,1024,11,DXT1
textures.xdb1,textures/ston/ston_stena_ch_01.thm,162,,,,
textures.xdb1,textures/ston/ston_stena_ch_02.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stena_ch_02.thm,188,,,,
textures.xdb1,textures/ston/ston_stena_ch_02_bump#.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_stena_ch_02_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_stena_ch_02_bump.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_stena_ch_02_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_stena_ch_04.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stena_ch_04.thm,188,,,,
textures.xdb1,textures/ston/ston_stena_ch_04_bump#.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_stena_ch_04_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_stena_ch_04_bump.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_stena_ch_04_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_stena_ch_05.dds,43832,256,256,9,DXT1
textures.xdb1,textures/ston/ston_stena_ch_05.thm,162,,,,
textures.xdb1,textures/ston/ston_stena_ch_06.dds,349672,1024,512,11,DXT1
textures.xdb1,textures/ston/ston_stena_ch_06.thm,162,,,,
textures.xdb1,textures/ston/ston_stena_ch_07.dds,87528,256,512,10,DXT1
textures.xdb1,textures/ston/ston_stena_ch_07.thm,188,,,,
textures.xdb1,textures/ston/ston_stena_ch_07_bump#.dds,174928,256,512,10,DXT5
textures.xdb1,textures/ston/ston_stena_ch_07_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_stena_ch_07_bump.dds,174928,256,512,10,DXT5
textures.xdb1,textures/ston/ston_stena_ch_07_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_stena_ch_11_1.dds,349672,1024,512,11,DXT1
textures.xdb1,textures/ston/ston_stena_ch_11_1.thm,167,,,,
textures.xdb1,textures/ston/ston_stena_ch_11_2.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stena_ch_11_2.thm,192,,,,
textures.xdb1,textures/ston/ston_stena_ch_12.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stena_ch_12.thm,162,,,,
textures.xdb1,textures/ston/ston_stena_ch_12_bump#.dds,349568,512,512,6,DXT5
textures.xdb1,textures/ston/ston_stena_ch_12_bump.dds,349568,512,512,6,DXT5
textures.xdb1,textures/ston/ston_stena_ch_12_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_stena_ch_13.dds,174920,1024,256,11,DXT1
textures.xdb1,textures/ston/ston_stena_ch_13.thm,165,,,,
textures.xdb1,textures/ston/ston_stena_ch_131.dds,174920,1024,256,11,DXT1
textures.xdb1,textures/ston/ston_stena_ch_131.thm,162,,,,
textures.xdb1,textures/ston/ston_stena_ch_14.dds,349672,1024,512,11,DXT1
textures.xdb1,textures/ston/ston_stena_ch_14.thm,190,,,,
textures.xdb1,textures/ston/ston_stena_ch_15.dds,174920,1024,256,11,DXT1
textures.xdb1,textures/ston/ston_stena_ch_15.thm,162,,,,
textures.xdb1,textures/ston/ston_stena_ch_16.dds,349672,1024,512,11,DXT1
textures.xdb1,textures/ston/ston_stena_ch_16.thm,191,,,,
textures.xdb1,textures/ston/ston_stena_da_01.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stena_da_01.thm,187,,,,
textures.xdb1,textures/ston/ston_stena_pod_01.dds,349672,1024,512,11,DXT1
textures.xdb1,textures/ston/ston_stena_pod_01.thm,189,,,,
textures.xdb1,textures/ston/ston_stena_pod_02.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stena_pod_02.thm,162,,,,
textures.xdb1,textures/ston/ston_stena_pod_03.dds,349672,1024,512,11,DXT1
textures.xdb1,textures/ston/ston_stena_pod_03.thm,189,,,,
textures.xdb1,textures/ston/ston_stena_pod_03_bump#.dds,699216,1024,512,11,DXT5
textures.xdb1,textures/ston/ston_stena_pod_03_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_stena_pod_03_bump.dds,699216,1024,512,11,DXT5
textures.xdb1,textures/ston/ston_stena_pod_03_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_stena_pod_04.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stena_pod_04.thm,187,,,,
textures.xdb1,textures/ston/ston_stena_pod_08.dds,349672,1024,512,11,DXT1
textures.xdb1,textures/ston/ston_stena_pod_08.thm,188,,,,
textures.xdb1,textures/ston/ston_stena_pod_09.dds,349664,1024,512,10,DXT1
textures.xdb1,textures/ston/ston_stena_pod_09.thm,189,,,,
textures.xdb1,textures/ston/ston_stena_yz_iov.dds,349672,1024,512,11,DXT1
textures.xdb1,textures/ston/ston_stena_yz_iov.thm,162,,,,
textures.xdb1,textures/ston/ston_stolb.dds,87688,2048,64,12,DXT1
textures.xdb1,textures/ston/ston_stolb.thm,162,,,,
textures.xdb1,textures/ston/ston_stolb_rail.dds,174920,256,1024,11,DXT1
textures.xdb1,textures/ston/ston_stolb_rail.thm,193,,,,
textures.xdb1,textures/ston/ston_stripes_iov.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stripes_iov.thm,188,,,,
textures.xdb1,textures/ston/ston_stripes_iov_bump#.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_stripes_iov_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_stripes_iov_bump.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_stripes_iov_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_stucco_old_iov.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stucco_old_iov.thm,187,,,,
textures.xdb1,textures/ston/ston_stuccobrick2_iov.dds,349664,1024,512,10,DXT1
textures.xdb1,textures/ston/ston_stuccobrick2_iov.thm,195,,,,
textures.xdb1,textures/ston/ston_stuccobrick2_iov_bump#.dds,699200,1024,512,10,DXT5
textures.xdb1,textures/ston/ston_stuccobrick2_iov_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_stuccobrick2_iov_bump.dds,699200,1024,512,10,DXT5
textures.xdb1,textures/ston/ston_stuccobrick2_iov_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_stuccowall2_iov.dds,349672,1024,512,11,DXT1
textures.xdb1,textures/ston/ston_stuccowall2_iov.thm,189,,,,
textures.xdb1,textures/ston/ston_stuccowall3_iov.dds,349672,1024,512,11,DXT1
textures.xdb1,textures/ston/ston_stuccowall3_iov.thm,189,,,,
textures.xdb1,textures/ston/ston_stuccowall_iov_01.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stuccowall_iov_01.thm,162,,,,
textures.xdb1,textures/ston/ston_stuccowall_iov_01_bump#.dds,349568,512,512,6,DXT5
textures.xdb1,textures/ston/ston_stuccowall_iov_01_bump.dds,349568,512,512,6,DXT5
textures.xdb1,textures/ston/ston_stuccowall_iov_01_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_stupen_02.dds,43848,512,128,10,DXT1
textures.xdb1,textures/ston/ston_stupen_02.thm,162,,,,
textures.xdb1,textures/ston/ston_stupeni_iov.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_stupeni_iov.thm,161,,,,
textures.xdb1,textures/ston/ston_temp#.dds,11064,128,128,8,DXT1
textures.xdb1,textures/ston/ston_temp#.thm,138,,,,
textures.xdb1,textures/ston/ston_temp.dds,11064,128,128,8,DXT1
textures.xdb1,textures/ston/ston_temp.thm,138,,,,
textures.xdb1,textures/ston/ston_tr_iov.dds,349672,1024,512,11,DXT1
textures.xdb1,textures/ston/ston_tr_iov.thm,187,,,,
textures.xdb1,textures/ston/ston_trotuar_bg_iov.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_trotuar_bg_iov.thm,190,,,,
textures.xdb1,textures/ston/ston_trotuar_bg_iov_bump#.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_trotuar_bg_iov_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_trotuar_bg_iov_bump.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_trotuar_bg_iov_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_trotuar_sm_iov.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_trotuar_sm_iov.thm,185,,,,
textures.xdb1,textures/ston/ston_truba_ch.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_truba_ch.thm,162,,,,
textures.xdb1,textures/ston/ston_truba_ch01.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_truba_ch01.thm,162,,,,
textures.xdb1,textures/ston/ston_walls1_1.dds,349664,1024,512,10,DXT1
textures.xdb1,textures/ston/ston_walls1_1.thm,187,,,,
textures.xdb1,textures/ston/ston_walls1_1_bump#.dds,699200,1024,512,10,DXT5
textures.xdb1,textures/ston/ston_walls1_1_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_walls1_1_bump.dds,699200,1024,512,10,DXT5
textures.xdb1,textures/ston/ston_walls1_1_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_walls2.dds,43832,256,256,9,DXT1
textures.xdb1,textures/ston/ston_walls2.thm,183,,,,
textures.xdb1,textures/ston/ston_walls2_1.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_walls2_1.thm,186,,,,
textures.xdb1,textures/ston/ston_walls2_bump#.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_walls2_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_walls2_bump.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_walls2_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_walls4.dds,87528,512,256,10,DXT1
textures.xdb1,textures/ston/ston_walls4.thm,183,,,,
textures.xdb1,textures/ston/ston_walls4_border.dds,43848,512,128,10,DXT1
textures.xdb1,textures/ston/ston_walls4_border.thm,162,,,,
textures.xdb1,textures/ston/ston_walls4_bump#.dds,174928,512,256,10,DXT5
textures.xdb1,textures/ston/ston_walls4_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_walls4_bump.dds,174928,512,256,10,DXT5
textures.xdb1,textures/ston/ston_walls4_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_walls5.dds,43848,512,128,10,DXT1
textures.xdb1,textures/ston/ston_walls5.thm,183,,,,
textures.xdb1,textures/ston/ston_walls5_bump#.dds,87568,512,128,10,DXT5
textures.xdb1,textures/ston/ston_walls5_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_walls5_bump.dds,87568,512,128,10,DXT5
textures.xdb1,textures/ston/ston_walls5_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_walls6.dds,43808,256,256,6,DXT1
textures.xdb1,textures/ston/ston_walls6.thm,183,,,,
textures.xdb1,textures/ston/ston_walls6_bump#.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_walls6_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_walls6_bump.dds,349680,512,512,10,DXT5
textures.xdb1,textures/ston/ston_walls6_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_walls8.dds,87528,512,256,10,DXT1
textures.xdb1,textures/ston/ston_walls8.thm,162,,,,
textures.xdb1,textures/ston/ston_walls_distr1.dds,43832,256,256,9,DXT1
textures.xdb1,textures/ston/ston_walls_distr1.thm,162,,,,
textures.xdb1,textures/ston/ston_walls_out_02.dds,87528,512,256,10,DXT1
textures.xdb1,textures/ston/ston_walls_out_02.thm,164,,,,
textures.xdb1,textures/ston/ston_wallshuba2_iov.dds,43832,256,256,9,DXT1
textures.xdb1,textures/ston/ston_wallshuba2_iov.thm,162,,,,
textures.xdb1,textures/ston/ston_wallshuba_iov.dds,349672,1024,512,11,DXT1
textures.xdb1,textures/ston/ston_wallshuba_iov.thm,192,,,,
textures.xdb1,textures/ston/ston_wallshuba_iov_bump#.dds,699216,1024,512,11,DXT5
textures.xdb1,textures/ston/ston_wallshuba_iov_bump#.thm,138,,,,
textures.xdb1,textures/ston/ston_wallshuba_iov_bump.dds,699216,1024,512,11,DXT5
textures.xdb1,textures/ston/ston_wallshuba_iov_bump.thm,138,,,,
textures.xdb1,textures/ston/ston_zabor_02.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_zabor_02.thm,187,,,,
textures.xdb1,textures/ston/ston_zabor_iov.dds,174904,512,512,10,DXT1
textures.xdb1,textures/ston/ston_zabor_iov.thm,184,,,,
textures.xdb1,textures/ston/ston_zabor_iov_bump.dds,349680,512,512,10,DXT5
textures.xdb1,textures/sumka/sumka_4.dds,174904,512,512,10,DXT1
textures.xdb1,textures/terrain/terrain_agroprom.thm,162,,,,
textures.xdb1,textures/terrain/terrain_agroprom_mask.dds,1048704,1024,1024,0,DXT5
textures.xdb1,textures/terrain/terrain_agroprom_mask.thm,138,,,,
textures.xdb1,textures/terrain/terrain_bar.thm,162,,,,
textures.xdb1,textures/terrain/terrain_bar_mask.dds,4194432,2048,2048,0,DXT5
textures.xdb1,textures/terrain/terrain_bar_mask.thm,138,,,,
textures.xdb1,textures/terrain/terrain_darkcape.thm,162,,,,
textures.xdb1,textures/terrain/terrain_darkcape_mask.dds,2097280,2048,2048,1,DXT1
textures.xdb1,textures/terrain/terrain_darkcape_mask.thm,138,,,,
textures.xdb1,textures/terrain/terrain_darkvalley.thm,162,,,,
textures.xdb1,textures/terrain/terrain_darkvalley_mask.dds,1048704,1024,1024,0,DXT5
textures.xdb1,textures/terrain/terrain_darkvalley_mask.thm,138,,,,
textures.xdb1,textures/terrain/terrain_dom.thm,162,,,,
textures.xdb1,textures/terrain/terrain_dry_gully_1.thm,163,,,,
textures.xdb1,textures/terrain/terrain_dry_gully_1_mask.dds,1048704,1024,1024,0,DXT5
textures.xdb1,textures/terrain/terrain_dry_gully_1_mask.thm,138,,,,
textures.xdb1,textures/terrain/terrain_escape.thm,162,,,,
textures.xdb1,textures/terrain/terrain_escape_mask.dds,4194432,2048,2048,0,DXT5
textures.xdb1,textures/terrain/terrain_escape_mask.thm,138,,,,
textures.xdb1,textures/terrain/terrain_frodo_gen.thm,162,,,,
textures.xdb1,textures/terrain/terrain_frodo_gen_mask.dds,2097280,2048,2048,0,DXT1
textures.xdb1,textures/terrain/terrain_frodo_gen_mask.thm,162,,,,
textures.xdb1,textures/terrain/terrain_garbage_new.thm,162,,,,
textures.xdb1,textures/terrain/terrain_garbage_new_mask.dds,1048704,1024,1024,0,DXT5
textures.xdb1,textures/terrain/terrain_garbage_new_mask.thm,138,,,,
textures.xdb1,textures/terrain/terrain_gr.thm,162,,,,
textures.xdb1,textures/terrain/terrain_gr_mask.dds,4194432,2048,2048,0,DXT5
textures.xdb1,textures/terrain/terrain_gr_mask.thm,138,,,,
textures.xdb1,textures/terrain/terrain_jupiter.thm,162,,,,
textures.xdb1,textures/terrain/terrain_jupiter_det.thm,138,,,,
textures.xdb1,textures/terrain/terrain_jupiter_mask.dds,4194432,2048,2048,0,DXT5
textures.xdb1,textures/terrain/terrain_jupiter_mask.thm,138,,,,
textures.xdb1,textures/terrain/terrain_limansk.thm,162,,,,
textures.xdb1,textures/terrain/terrain_limansk_mask.dds,4194432,2048,2048,0,DXT5
textures.xdb1,textures/terrain/terrain_limansk_mask.thm,138,,,,
textures.xdb1,textures/terrain/terrain_marsh.thm,163,,,,
textures.xdb1,textures/terrain/terrain_marsh_mask.dds,4194432,2048,2048,0,DXT5
textures.xdb1,textures/terrain/terrain_marsh_mask.thm,138,,,,
textures.xdb1,textures/terrain/terrain_military_1.thm,162,,,,
textures.xdb1,textures/terrain/terrain_military_1_mask.dds,1048704,1024,1024,0,DXT5
textures.xdb1,textures/terrain/terrain_military_1_mask.thm,138,,,,
textures.xdb1,textures/terrain/terrain_poligon2.thm,162,,,,
textures.xdb1,textures/terrain/terrain_poligon2_mask.dds,4194432,2048,2048,0,DXT5
textures.xdb1,textures/terrain/terrain_poligon2_mask.thm,162,,,,
textures.xdb1,textures/terrain/terrain_pripyat.thm,162,,,,
textures.xdb1,textures/terrain/terrain_pripyat_det.thm,138,,,,
textures.xdb1,textures/terrain/terrain_pripyat_mask.dds,4194432,2048,2048,0,DXT5
textures.xdb1,textures/terrain/terrain_pripyat_mask.thm,138,,,,
textures.xdb1,textures/terrain/terrain_prypiat.thm,162,,,,
textures.xdb1,textures/terrain/terrain_prypiat_mask.dds,4194432,2048,2048,0,DXT5
textures.xdb1,textures/terrain/terrain_prypiat_mask.thm,138,,,,
textures.xdb1,textures/terrain/terrain_radar_2.thm,162,,,,
textures.xdb1,textures/terrain/terrain_radar_2_mask.dds,4194432,2048,2048,0,DXT5
textures.xdb1,textures/terrain/terrain_radar_2_mask.thm,138,,,,
textures.xdb1,textures/terrain/terrain_red_forest.thm,162,,,,
textures.xdb1,textures/terrain/terrain_red_forest_mask.dds,1048704,1024,1024,0,DXT5
textures.xdb1,textures/terrain/terrain_red_forest_mask.thm,138,,,,
textures.xdb1,textures/terrain/terrain_stancia_land.thm,162,,,,
textures.xdb1,textures/terrain/terrain_stancia_land_mask.dds,4194432,2048,2048,0,DXT5
textures.xdb1,textures/terrain/terrain_stancia_land_mask.thm,138,,,,
