archive,name,bytes,width,height,mips,format
textures.xdb0,textures/door/door_white_03_bump#.dds,174848,256,512,6,DXT5
textures.xdb0,textures/door/door_white_03_bump#.thm,138,,,,
textures.xdb0,textures/door/door_white_03_bump.dds,174928,256,512,10,DXT5
textures.xdb0,textures/door/door_white_03_bump.thm,138,,,,
textures.xdb0,textures/door/door_white_04.dds,349672,512,1024,11,DXT1
textures.xdb0,textures/door/door_white_04.thm,186,,,,
textures.xdb0,textures/door/door_white_04_bump#.dds,174848,256,512,6,DXT5
textures.xdb0,textures/door/door_white_04_bump#.thm,138,,,,
textures.xdb0,textures/door/door_white_04_bump.dds,174928,256,512,10,DXT5
textures.xdb0,textures/door/door_white_04_bump.thm,138,,,,
textures.xdb0,textures/door/door_wood_01.dds,87528,256,512,10,DXT1
textures.xdb0,textures/door/door_wood_01.thm,185,,,,
textures.xdb0,textures/door/door_wood_01_bump#.dds,174848,256,512,6,DXT5
textures.xdb0,textures/door/door_wood_01_bump#.thm,138,,,,
textures.xdb0,textures/door/door_wood_01_bump.dds,174928,256,512,10,DXT5
textures.xdb0,textures/door/door_wood_01_bump.thm,138,,,,
textures.xdb0,textures/door/door_wood_02.dds,174904,512,512,10,DXT1
textures.xdb0,textures/door/door_wood_03.dds,87528,256,512,10,DXT1
textures.xdb0,textures/door/door_wood_03.thm,185,,,,
textures.xdb0,textures/door/door_wood_03_bump#.dds,699008,512,1024,6,DXT5
textures.xdb0,textures/door/door_wood_03_bump#.thm,138,,,,
textures.xdb0,textures/door/door_wood_03_bump.dds,699216,512,1024,11,DXT5
textures.xdb0,textures/door/door_wood_03_bump.thm,138,,,,
textures.xdb0,textures/drink/drink_cigar0.dds,131200,512,512,0,DXT1
textures.xdb0,textures/drink/drink_cigar0.thm,161,,,,
textures.xdb0,textures/drink/drink_cigar0_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_cigar0_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_cigar0_bump.thm,138,,,,
textures.xdb0,textures/drink/drink_cigar1.dds,131200,512,512,0,DXT1
textures.xdb0,textures/drink/drink_cigar1.thm,161,,,,
textures.xdb0,textures/drink/drink_cigar1_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_cigar1_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_cigar1_bump.thm,138,,,,
textures.xdb0,textures/drink/drink_cigar2.dds,131200,512,512,0,DXT1
textures.xdb0,textures/drink/drink_cigar2.thm,161,,,,
textures.xdb0,textures/drink/drink_cigar2_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_cigar2_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_cigar2_bump.thm,138,,,,
textures.xdb0,textures/drink/drink_cigar3.dds,131200,512,512,0,DXT1
textures.xdb0,textures/drink/drink_cigar3.thm,161,,,,
textures.xdb0,textures/drink/drink_cigar3_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_cigar3_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_cigar3_bump.thm,138,,,,
textures.xdb0,textures/drink/drink_cocaine.dds,349680,512,512,10,DXT3
textures.xdb0,textures/drink/drink_cocaine.thm,162,,,,
textures.xdb0,textures/drink/drink_cocaine_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_cocaine_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_cocaine_bump.thm,138,,,,
textures.xdb0,textures/drink/drink_crow.dds,131200,512,512,0,DXT1
textures.xdb0,textures/drink/drink_crow.thm,159,,,,
textures.xdb0,textures/drink/drink_crow_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_crow_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_crow_bump.thm,138,,,,
textures.xdb0,textures/drink/drink_flask.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_flask.thm,160,,,,
textures.xdb0,textures/drink/drink_flask_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_flask_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_flask_bump.thm,138,,,,
textures.xdb0,textures/drink/drink_joint.dds,131200,512,512,0,DXT1
textures.xdb0,textures/drink/drink_joint.thm,160,,,,
textures.xdb0,textures/drink/drink_joint_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_joint_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_joint_bump.thm,138,,,,
textures.xdb0,textures/drink/drink_match0.dds,349680,512,512,10,DXT5
textures.xdb0,textures/drink/drink_match0.thm,161,,,,
textures.xdb0,textures/drink/drink_match0_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/drink/drink_match0_bump#.thm,138,,,,
textures.xdb0,textures/drink/drink_match0_bump.dds,349568,512,512,6,DXT5
textures.xdb0,textures/drink/drink_match0_bump.thm,138,,,,
textures.xdb0,textures/drink/drink_tea.dds,131200,512,512,0,DXT1
textures.xdb0,textures/drink/drink_tea.thm,158,,,,
textures.xdb0,textures/drink/drink_tea_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_tea_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_tea_bump.thm,138,,,,
textures.xdb0,textures/drink/drink_vodka.dds,131200,512,512,0,DXT1
textures.xdb0,textures/drink/drink_vodka.thm,160,,,,
textures.xdb0,textures/drink/drink_vodka_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_vodka_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_vodka_bump.thm,138,,,,
textures.xdb0,textures/drink/drink_water.dds,131200,512,512,0,DXT1
textures.xdb0,textures/drink/drink_water.thm,160,,,,
textures.xdb0,textures/drink/drink_water_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_water_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/drink/drink_water_bump.thm,138,,,,
textures.xdb0,textures/drink/item_maps.dds,349680,512,512,10,DXT3
textures.xdb0,textures/ed/ed_dummy_bump#.dds,5616,64,64,7,DXT5
textures.xdb0,textures/ed/ed_dummy_bump.dds,5616,64,64,7,DXT5
textures.xdb0,textures/ed/ed_dummy_bump.thm,138,,,,
textures.xdb0,textures/ed/ed_not_existing_texture.dds,136,4,4,0,DXT1
textures.xdb0,textures/ed/ed_not_existing_texture.thm,138,,,,
textures.xdb0,textures/effects/bullet_tracer.dds,312,16,16,5,DXT1
textures.xdb0,textures/effects/light.dds,43832,256,256,9,DXT1
textures.xdb0,textures/effects/light.thm,138,,,,
textures.xdb0,textures/effects/rain.dds,21980,128,32,8,RGB
textures.xdb0,textures/effects/rain.thm,138,,,,
textures.xdb0,textures/effects/shadow.dds,43832,256,256,9,DXT1
textures.xdb0,textures/effects/shadow.thm,138,,,,
textures.xdb0,textures/fbr/fbr_linoleum1.dds,174904,512,512,10,DXT1
textures.xdb0,textures/fbr/fbr_linoleum1.thm,185,,,,
textures.xdb0,textures/fbr/fbr_linoleum1_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/fbr/fbr_linoleum1_bump#.thm,138,,,,
textures.xdb0,textures/fbr/fbr_linoleum1_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/fbr/fbr_linoleum1_bump.thm,138,,,,
textures.xdb0,textures/flare/flare_02.dds,824,32,32,6,DXT1
textures.xdb0,textures/flare/flare_04.dds,824,32,32,6,DXT1
textures.xdb0,textures/flare/flare_05.dds,824,32,32,6,DXT1
textures.xdb0,textures/flare/flare_07.dds,824,32,32,6,DXT1
textures.xdb0,textures/flare/flare_08.dds,824,32,32,6,DXT1
textures.xdb0,textures/flare/flare_09.dds,824,32,32,6,DXT1
textures.xdb0,textures/flare/flare_14.dds,824,32,32,6,DXT1
textures.xdb0,textures/flare/flare_18.dds,824,32,32,6,DXT1
textures.xdb0,textures/flare/flare_21-111.dds,824,32,32,6,DXT1
textures.xdb0,textures/flare/flare_21-r.dds,824,32,32,6,DXT1
textures.xdb0,textures/flare/flare_21.dds,824,32,32,6,DXT1
textures.xdb0,textures/flare/flare_23.dds,824,32,32,6,DXT1
textures.xdb0,textures/flare/flare_30.dds,824,32,32,6,DXT1
textures.xdb0,textures/flare/flare_31.dds,824,32,32,6,DXT1
textures.xdb0,textures/flare/flare_32.dds,824,32,32,6,DXT1
textures.xdb0,textures/flare/flare_40.dds,824,32,32,6,DXT1
textures.xdb0,textures/flare/flare_41.dds,824,32,32,6,DXT1
textures.xdb0,textures/flare/flare_42.dds,824,32,32,6,DXT1
textures.xdb0,textures/flare/flare_sun.dds,1520,32,32,6,DXT5
textures.xdb0,textures/floor/floor_dirty1_gr.dds,174904,512,512,10,DXT1
textures.xdb0,textures/floor/floor_dirty1_gr.thm,188,,,,
textures.xdb0,textures/floor/floor_dirty1_gr_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/floor/floor_dirty1_gr_bump#.thm,138,,,,
textures.xdb0,textures/floor/floor_dirty1_gr_bump.dds,349568,512,512,6,DXT5
textures.xdb0,textures/floor/floor_dirty1_gr_bump.thm,138,,,,
textures.xdb0,textures/floor/floor_dirty_gr.dds,174904,512,512,10,DXT1
textures.xdb0,textures/floor/floor_dirty_gr.thm,186,,,,
textures.xdb0,textures/floor/floor_dirty_gr_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/floor/floor_dirty_gr_bump#.thm,138,,,,
textures.xdb0,textures/floor/floor_dirty_gr_bump.dds,349568,512,512,6,DXT5
textures.xdb0,textures/floor/floor_dirty_gr_bump.thm,138,,,,
textures.xdb0,textures/floor/floor_linoleum_01.dds,174904,512,512,10,DXT1
textures.xdb0,textures/floor/floor_linoleum_01.thm,189,,,,
textures.xdb0,textures/floor/floor_linoleum_01_bump#.dds,349680,512,512,10,DXT5
textures.xdb0,textures/floor/floor_linoleum_01_bump#.thm,138,,,,
textures.xdb0,textures/floor/floor_linoleum_01_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/floor/floor_linoleum_01_bump.thm,138,,,,
textures.xdb0,textures/floor/floor_linoleum_02.dds,174904,512,512,10,DXT1
textures.xdb0,textures/floor/floor_linoleum_02.thm,189,,,,
textures.xdb0,textures/floor/floor_linoleum_02_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/floor/floor_linoleum_02_bump#.thm,138,,,,
textures.xdb0,textures/floor/floor_linoleum_02_bump.dds,349568,512,512,6,DXT5
textures.xdb0,textures/floor/floor_linoleum_02_bump.thm,138,,,,
textures.xdb0,textures/floor/floor_parket_01.dds,699008,1024,1024,6,DXT1
textures.xdb0,textures/floor/floor_parket_01.thm,185,,,,
textures.xdb0,textures/floor/floor_pitch_01.dds,174848,512,512,6,DXT1
textures.xdb0,textures/floor/floor_pitch_01.thm,187,,,,
textures.xdb0,textures/floor/floor_pitch_01_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/floor/floor_pitch_01_bump#.thm,138,,,,
textures.xdb0,textures/floor/floor_pitch_01_bump.dds,349568,512,512,6,DXT5
textures.xdb0,textures/floor/floor_pitch_01_bump.thm,138,,,,
textures.xdb0,textures/floor/floor_rock_tile_01.dds,699008,1024,1024,6,DXT1
textures.xdb0,textures/floor/floor_rock_tile_01.thm,190,,,,
textures.xdb0,textures/floor/floor_rock_tile_01_bump#.dds,1397888,1024,1024,6,DXT5
textures.xdb0,textures/floor/floor_rock_tile_01_bump#.thm,138,,,,
textures.xdb0,textures/floor/floor_rock_tile_01_bump.dds,1397888,1024,1024,6,DXT5
textures.xdb0,textures/floor/floor_rock_tile_01_bump.thm,138,,,,
textures.xdb0,textures/floor/floor_tile_01.dds,174848,512,512,6,DXT1
textures.xdb0,textures/floor/floor_tile_01.thm,185,,,,
textures.xdb0,textures/floor/floor_tile_01_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/floor/floor_tile_01_bump#.thm,138,,,,
textures.xdb0,textures/floor/floor_tile_01_bump.dds,349568,512,512,6,DXT5
textures.xdb0,textures/floor/floor_tile_01_bump.thm,138,,,,
textures.xdb0,textures/floor/floor_tile_02.dds,174904,512,512,10,DXT1
textures.xdb0,textures/floor/floor_tile_02.thm,186,,,,
textures.xdb0,textures/floor/floor_tile_02_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/floor/floor_tile_02_bump#.thm,138,,,,
textures.xdb0,textures/floor/floor_tile_02_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/floor/floor_tile_02_bump.thm,138,,,,
textures.xdb0,textures/floor/floor_tile_02b.dds,174904,512,512,10,DXT1
textures.xdb0,textures/floor/floor_tile_02b.thm,161,,,,
textures.xdb0,textures/floor/floor_tile_03.dds,349680,512,512,10,DXT5
textures.xdb0,textures/floor/floor_tile_03.thm,185,,,,
textures.xdb0,textures/floor/floor_tile_03_bump#.dds,349680,512,512,10,DXT5
textures.xdb0,textures/floor/floor_tile_03_bump#.thm,138,,,,
textures.xdb0,textures/floor/floor_tile_03_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/floor/floor_tile_03_bump.thm,138,,,,
textures.xdb0,textures/floor/floor_tile_04.dds,174904,512,512,10,DXT1
textures.xdb0,textures/floor/floor_tile_04.thm,185,,,,
textures.xdb0,textures/floor/floor_tile_04_bump#.dds,349680,512,512,10,DXT5
textures.xdb0,textures/floor/floor_tile_04_bump#.thm,138,,,,
textures.xdb0,textures/floor/floor_tile_04_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/floor/floor_tile_04_bump.thm,138,,,,
textures.xdb0,textures/floor/floor_tile_05.dds,174904,512,512,10,DXT1
textures.xdb0,textures/floor/floor_tile_05.thm,186,,,,
textures.xdb0,textures/floor/floor_tile_05_bump#.dds,349680,512,512,10,DXT5
textures.xdb0,textures/floor/floor_tile_05_bump#.thm,138,,,,
textures.xdb0,textures/floor/floor_tile_05_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/floor/floor_tile_05_bump.thm,138,,,,
textures.xdb0,textures/floor/floor_tile_06.dds,174904,512,512,10,DXT1
textures.xdb0,textures/floor/floor_tile_06.thm,186,,,,
textures.xdb0,textures/floor/floor_tile_07.dds,174904,512,512,10,DXT1
textures.xdb0,textures/floor/floor_tile_08.dds,174904,512,512,10,DXT1
textures.xdb0,textures/floor/floor_tile_08.thm,185,,,,
textures.xdb0,textures/floor/floor_tile_08_bump#.dds,349680,512,512,10,DXT5
textures.xdb0,textures/floor/floor_tile_08_bump#.thm,138,,,,
textures.xdb0,textures/floor/floor_tile_08_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/floor/floor_tile_08_bump.thm,138,,,,
textures.xdb0,textures/floor/floor_tile_09.dds,174904,512,512,10,DXT1
textures.xdb0,textures/floor/floor_tile_09.thm,185,,,,
textures.xdb0,textures/floor/floor_tile_10.dds,174904,512,512,10,DXT1
textures.xdb0,textures/floor/floor_tile_10.thm,187,,,,
textures.xdb0,textures/floor/floor_tile_10_bump#.dds,349680,512,512,10,DXT5
textures.xdb0,textures/floor/floor_tile_10_bump#.thm,138,,,,
textures.xdb0,textures/floor/floor_tile_10_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/floor/floor_tile_10_bump.thm,138,,,,
textures.xdb0,textures/food/chimera_food.dds,131200,512,512,0,DXT1
textures.xdb0,textures/food/chimera_food.thm,160,,,,
textures.xdb0,textures/food/chimera_food_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/chimera_food_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/chimera_food_bump.thm,138,,,,
textures.xdb0,textures/food/food_bls.dds,131200,512,512,0,DXT1
textures.xdb0,textures/food/food_bls.thm,156,,,,
textures.xdb0,textures/food/food_bls_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/food_bls_bump#.thm,138,,,,
textures.xdb0,textures/food/food_bls_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/food_bls_bump.thm,138,,,,
textures.xdb0,textures/food/food_boar.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/food_boar.thm,157,,,,
textures.xdb0,textures/food/food_boar_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/food_boar_bump#.thm,138,,,,
textures.xdb0,textures/food/food_boar_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/food_boar_bump.thm,138,,,,
textures.xdb0,textures/food/food_chimera.dds,174904,512,512,10,DXT1
textures.xdb0,textures/food/food_chimera.thm,160,,,,
textures.xdb0,textures/food/food_chimera_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/food_chimera_bump#.thm,138,,,,
textures.xdb0,textures/food/food_chimera_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/food_chimera_bump.thm,138,,,,
textures.xdb0,textures/food/food_dog.dds,131200,512,512,0,DXT1
textures.xdb0,textures/food/food_dog.thm,156,,,,
textures.xdb0,textures/food/food_dog_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/food_dog_bump#.thm,138,,,,
textures.xdb0,textures/food/food_dog_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/food_dog_bump.thm,138,,,,
textures.xdb0,textures/food/food_flesh.dds,131200,512,512,0,DXT1
textures.xdb0,textures/food/food_flesh.thm,158,,,,
textures.xdb0,textures/food/food_flesh_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/food_flesh_bump#.thm,138,,,,
textures.xdb0,textures/food/food_flesh_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/food_flesh_bump.thm,138,,,,
textures.xdb0,textures/food/food_pdg.dds,131200,512,512,0,DXT1
textures.xdb0,textures/food/food_pdg.thm,156,,,,
textures.xdb0,textures/food/food_pdg_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/food_pdg_bump#.thm,138,,,,
textures.xdb0,textures/food/food_pdg_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/food_pdg_bump.thm,138,,,,
textures.xdb0,textures/food/food_protein.dds,174904,512,512,10,DXT1
textures.xdb0,textures/food/food_raw___dog.dds,11064,128,128,8,DXT1
textures.xdb0,textures/food/food_raw___dog.thm,162,,,,
textures.xdb0,textures/food/food_raw___dog_bump#.dds,16512,128,128,0,DXT5
textures.xdb0,textures/food/food_raw___dog_bump#.thm,138,,,,
textures.xdb0,textures/food/food_raw___dog_bump.dds,16512,128,128,0,DXT5
textures.xdb0,textures/food/food_raw___dog_bump.thm,138,,,,
textures.xdb0,textures/food/food_raw_boar.dds,174904,512,512,10,DXT1
textures.xdb0,textures/food/food_raw_boar.thm,161,,,,
textures.xdb0,textures/food/food_raw_boar_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/food_raw_boar_bump#.thm,138,,,,
textures.xdb0,textures/food/food_raw_boar_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/food_raw_boar_bump.thm,138,,,,
textures.xdb0,textures/food/food_raw_flesh.dds,11064,128,128,8,DXT1
textures.xdb0,textures/food/food_raw_flesh.thm,162,,,,
textures.xdb0,textures/food/food_raw_flesh_bump#.dds,16512,128,128,0,DXT5
textures.xdb0,textures/food/food_raw_flesh_bump#.thm,138,,,,
textures.xdb0,textures/food/food_raw_flesh_bump.dds,16512,128,128,0,DXT5
textures.xdb0,textures/food/food_raw_flesh_bump.thm,138,,,,
textures.xdb0,textures/food/food_raw_tush.dds,131200,512,512,0,DXT1
textures.xdb0,textures/food/food_raw_tush.thm,161,,,,
textures.xdb0,textures/food/food_raw_tush_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/food_raw_tush_bump#.thm,138,,,,
textures.xdb0,textures/food/food_raw_tush_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/food_raw_tush_bump.thm,138,,,,
textures.xdb0,textures/food/food_tushkano.dds,131200,512,512,0,DXT1
textures.xdb0,textures/food/food_tushkano.thm,161,,,,
textures.xdb0,textures/food/food_tushkano_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/food_tushkano_bump#.thm,138,,,,
textures.xdb0,textures/food/food_tushkano_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/food_tushkano_bump.thm,138,,,,
textures.xdb0,textures/food/snork_food.dds,131200,512,512,0,DXT1
textures.xdb0,textures/food/snork_food.thm,158,,,,
textures.xdb0,textures/food/snork_food_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/snork_food_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/food/snork_food_bump.thm,138,,,,
textures.xdb0,textures/fx/fx_fire-full.dds,144,1,1,0,DXT5
textures.xdb0,textures/fx/fx_fire-full.thm,138,,,,
textures.xdb0,textures/fx/fx_fire-glow.dds,144,1,1,0,DXT5
textures.xdb0,textures/fx/fx_fire-glow.thm,138,,,,
textures.xdb0,textures/fx/fx_fire1.dds,144,1,1,0,DXT5
textures.xdb0,textures/fx/fx_fire1.thm,138,,,,
textures.xdb0,textures/fx/fx_fire1_06.dds,144,1,1,0,DXT5
textures.xdb0,textures/fx/fx_fire1_06.thm,138,,,,
textures.xdb0,textures/fx/fx_fire1_13.dds,144,1,1,0,DXT5
textures.xdb0,textures/fx/fx_fire1_13.thm,138,,,,
textures.xdb0,textures/fx/fx_fire1_16.dds,144,1,1,0,DXT5
textures.xdb0,textures/fx/fx_fire1_16.thm,138,,,,
textures.xdb0,textures/fx/fx_fl_l.dds,144,1,1,0,DXT5
textures.xdb0,textures/fx/fx_fl_l.thm,138,,,,
textures.xdb0,textures/fx/fx_flare0.dds,1152,32,32,0,DXT5
textures.xdb0,textures/fx/fx_flare0.thm,138,,,,
textures.xdb0,textures/fx/fx_flare1.dds,4224,64,64,0,DXT5
textures.xdb0,textures/fx/fx_flare1.thm,138,,,,
textures.xdb0,textures/fx/fx_flare2.dds,4224,64,64,0,DXT5
textures.xdb0,textures/fx/fx_flare2.thm,138,,,,
textures.xdb0,textures/fx/fx_flare3.dds,4224,64,64,0,DXT5
textures.xdb0,textures/fx/fx_flare3.thm,138,,,,
textures.xdb0,textures/fx/fx_gaslight.seq,22,,,,
textures.xdb0,textures/fx/fx_gaslight_0.dds,87536,256,256,9,DXT5
textures.xdb0,textures/fx/fx_gaslight_1.dds,262272,512,512,0,DXT5
textures.xdb0,textures/fx/fx_gaslight_2.dds,262272,512,512,0,DXT5
textures.xdb0,textures/fx/fx_gaslight_3.dds,262272,512,512,0,DXT5
textures.xdb0,textures/fx/fx_gradien2.dds,349680,512,512,10,DXT5
textures.xdb0,textures/fx/fx_gradient.dds,349680,512,512,10,DXT5
textures.xdb0,textures/fx/fx_gradient.thm,138,,,,
textures.xdb0,textures/fx/fx_gradient1.dds,65664,256,256,0,DXT5
textures.xdb0,textures/fx/fx_gradient1.thm,138,,,,
textures.xdb0,textures/fx/fx_gradient_02.dds,262272,512,512,0,DXT5
textures.xdb0,textures/fx/fx_gradient_02.thm,138,,,,
textures.xdb0,textures/fx/fx_gradient_halo.dds,65664,256,256,0,DXT5
textures.xdb0,textures/fx/fx_gradient_halo.thm,138,,,,
textures.xdb0,textures/fx/fx_komp_screen_1.dds,32896,256,256,0,DXT1
textures.xdb0,textures/fx/fx_komp_screen_1.thm,138,,,,
textures.xdb0,textures/fx/fx_komp_screen_2.dds,43832,256,256,9,DXT1
textures.xdb0,textures/fx/fx_komp_screen_2.seq,61,,,,
textures.xdb0,textures/fx/fx_komp_screen_2.thm,138,,,,
textures.xdb0,textures/fx/fx_komp_screen_2_001.dds,43832,256,256,9,DXT1
textures.xdb0,textures/fx/fx_komp_screen_2_001.thm,138,,,,
textures.xdb0,textures/fx/fx_komp_screen_2_002.dds,43832,256,256,9,DXT1
textures.xdb0,textures/fx/fx_komp_screen_2_002.thm,138,,,,
textures.xdb0,textures/fx/fx_lavahell.dds,43808,256,256,6,DXT1
textures.xdb0,textures/fx/fx_lavahell.thm,138,,,,
textures.xdb0,textures/fx/fx_lavahell1.dds,43808,256,256,6,DXT1
textures.xdb0,textures/fx/fx_lavahell1.seq,244,,,,
textures.xdb0,textures/fx/fx_lavahell1.thm,138,,,,
textures.xdb0,textures/fx/fx_lavahell1_00.dds,43808,256,256,6,DXT1
textures.xdb0,textures/fx/fx_lavahell1_00.thm,138,,,,
textures.xdb0,textures/fx/fx_lavahell1_01.dds,43808,256,256,6,DXT1
textures.xdb0,textures/fx/fx_lavahell1_01.thm,138,,,,
textures.xdb0,textures/fx/fx_lavahell1_02.dds,43808,256,256,6,DXT1
textures.xdb0,textures/fx/fx_lavahell1_02.thm,138,,,,
textures.xdb0,textures/fx/fx_lavahell1_03.dds,43808,256,256,6,DXT1
textures.xdb0,textures/fx/fx_lavahell1_03.thm,138,,,,
textures.xdb0,textures/fx/fx_lavahell1_04.dds,43808,256,256,6,DXT1
textures.xdb0,textures/fx/fx_lavahell1_04.thm,138,,,,
textures.xdb0,textures/fx/fx_lavahell1_05.dds,43808,256,256,6,DXT1
textures.xdb0,textures/fx/fx_lavahell1_05.thm,138,,,,
textures.xdb0,textures/fx/fx_lavahell1_06.dds,43808,256,256,6,DXT1
textures.xdb0,textures/fx/fx_lavahell1_06.thm,138,,,,
textures.xdb0,textures/fx/fx_lavahell1_07.dds,43808,256,256,6,DXT1
textures.xdb0,textures/fx/fx_lavahell1_07.thm,138,,,,
textures.xdb0,textures/fx/fx_lavahell1_08.dds,43808,256,256,6,DXT1
textures.xdb0,textures/fx/fx_lavahell1_08.thm,138,,,,
textures.xdb0,textures/fx/fx_lavahell1_09.dds,43808,256,256,6,DXT1
textures.xdb0,textures/fx/fx_lavahell1_09.thm,138,,,,
textures.xdb0,textures/fx/fx_lightning-glow.dds,4224,64,64,0,DXT5
textures.xdb0,textures/fx/fx_lightning-glow.thm,138,,,,
textures.xdb0,textures/fx/fx_lightning.dds,32896,64,512,0,DXT5
textures.xdb0,textures/fx/fx_lightning.thm,138,,,,
textures.xdb0,textures/fx/fx_moon.dds,65664,256,256,0,DXT5
textures.xdb0,textures/fx/fx_moon.thm,138,,,,
textures.xdb0,textures/fx/fx_moon2.dds,1048704,1024,1024,0,DXT5
textures.xdb0,textures/fx/fx_moon2.thm,138,,,,
textures.xdb0,textures/fx/fx_moon_halo_phase_1.dds,1048704,1024,1024,0,DXT5
textures.xdb0,textures/fx/fx_moon_halo_phase_1.thm,138,,,,
textures.xdb0,textures/fx/fx_moon_halo_phase_2.dds,1048704,1024,1024,0,DXT5
textures.xdb0,textures/fx/fx_moon_halo_phase_2.thm,138,,,,
textures.xdb0,textures/fx/fx_moon_halo_phase_3.dds,1048704,1024,1024,0,DXT5
textures.xdb0,textures/fx/fx_moon_halo_phase_3.thm,138,,,,
textures.xdb0,textures/fx/fx_moon_halo_phase_4.dds,1048704,1024,1024,0,DXT5
textures.xdb0,textures/fx/fx_moon_halo_phase_4.thm,138,,,,
textures.xdb0,textures/fx/fx_moon_halo_phase_5.dds,1048704,1024,1024,0,DXT5
textures.xdb0,textures/fx/fx_moon_halo_phase_5.thm,138,,,,
textures.xdb0,textures/fx/fx_moon_halo_phase_6.dds,1048704,1024,1024,0,DXT5
textures.xdb0,textures/fx/fx_moon_halo_phase_6.thm,138,,,,
textures.xdb0,textures/fx/fx_moon_halo_phase_7.dds,1048704,1024,1024,0,DXT5
textures.xdb0,textures/fx/fx_moon_halo_phase_7.thm,138,,,,
textures.xdb0,textures/fx/fx_moon_phase_1.dds,1048704,1024,1024,0,DXT5
textures.xdb0,textures/fx/fx_moon_phase_1.thm,138,,,,
textures.xdb0,textures/fx/fx_moon_phase_2.dds,1048704,1024,1024,0,DXT5
